Auction,VehicleAge,Make,Transmission,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,IsBadBuy
MANHEIM,4,CHEVROLET,AUTO,Covers,81627,AMERICAN,MEDIUM,GM,12005,14114,0
MANHEIM,1,DODGE,AUTO,Covers,50246,AMERICAN,MEDIUM,CHRYSLER,7861,8338,0
ADESA,3,PONTIAC,AUTO,Covers,61568,AMERICAN,LARGE,GM,9236,11413,0
OTHER,6,CHRYSLER,AUTO,Alloy,61708,AMERICAN,MEDIUM,CHRYSLER,4503,4413,1
OTHER,4,HYUNDAI,AUTO,Alloy,76372,ASIAN,MEDIUM,OTHER,7975,10411,0
MANHEIM,3,TOYOTA,AUTO,Covers,70095,ASIAN,SMALL,OTHER,7884,9706,0
OTHER,3,DODGE,AUTO,Alloy,77771,AMERICAN,LARGE,CHRYSLER,10432,13084,1
MANHEIM,3,DODGE,AUTO,Covers,57455,AMERICAN,SPECIAL,CHRYSLER,11026,10500,0
OTHER,2,JEEP,AUTO,Alloy,65434,AMERICAN,SMALL,CHRYSLER,9302,12891,0
OTHER,5,CHRYSLER,AUTO,Covers,60080,AMERICAN,MEDIUM,CHRYSLER,4530,7134,0
MANHEIM,4,FORD,AUTO,Special,58799,AMERICAN,LARGE,FORD,9786,8912,1
OTHER,2,CHEVROLET,AUTO,Alloy,61697,AMERICAN,LARGE,GM,9401,12159,0
MANHEIM,5,GMC,AUTO,Alloy,57617,AMERICAN,LARGE,GM,10438,10017,0
MANHEIM,2,CHRYSLER,AUTO,Alloy,59853,AMERICAN,MEDIUM,CHRYSLER,6582,6778,0
MANHEIM,6,NISSAN,AUTO,Alloy,83595,ASIAN,LARGE,OTHER,10828,13486,0
OTHER,2,FORD,AUTO,Alloy,83662,AMERICAN,LARGE,FORD,10909,10197,0
MANHEIM,6,DODGE,AUTO,Covers,66832,AMERICAN,MEDIUM,CHRYSLER,9208,11284,0
OTHER,3,CHRYSLER,AUTO,Covers,78225,AMERICAN,MEDIUM,CHRYSLER,8720,10898,0
MANHEIM,7,SATURN,AUTO,Alloy,77411,AMERICAN,SMALL,GM,3790,3653,0
MANHEIM,3,DODGE,AUTO,Covers,47208,AMERICAN,MEDIUM,CHRYSLER,6461,6418,0
OTHER,4,CHEVROLET,AUTO,Covers,89813,AMERICAN,LARGE,GM,7680,10017,0
ADESA,4,CHRYSLER,AUTO,NULL,86429,AMERICAN,SPECIAL,CHRYSLER,7284,9603,1
MANHEIM,5,CHRYSLER,AUTO,Alloy,80715,AMERICAN,SPECIAL,CHRYSLER,8733,10740,0
MANHEIM,5,NISSAN,MANUAL,Covers,58894,ASIAN,MEDIUM,OTHER,7668,9736,0
OTHER,3,CHEVROLET,AUTO,Covers,92243,AMERICAN,MEDIUM,GM,8373,10797,0
OTHER,4,FORD,AUTO,Alloy,94191,AMERICAN,LARGE,FORD,8886,8277,0
MANHEIM,6,MITSUBISHI,AUTO,Covers,71304,ASIAN,MEDIUM,OTHER,5269,5379,0
OTHER,4,CHEVROLET,AUTO,NULL,69652,AMERICAN,SMALL,GM,6335,8191,1
MANHEIM,4,SATURN,MANUAL,Covers,59353,AMERICAN,MEDIUM,GM,6203,8090,1
MANHEIM,3,CHEVROLET,AUTO,Covers,58106,AMERICAN,SMALL,GM,5901,5710,0
MANHEIM,5,HYUNDAI,AUTO,Alloy,69648,ASIAN,MEDIUM,OTHER,7441,9791,0
MANHEIM,3,KIA,AUTO,Alloy,65308,ASIAN,MEDIUM,OTHER,8012,11846,0
MANHEIM,3,KIA,MANUAL,Covers,30714,ASIAN,MEDIUM,OTHER,6156,6020,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,88272,AMERICAN,MEDIUM,GM,5540,7365,0
MANHEIM,3,DODGE,AUTO,Covers,60960,AMERICAN,SPECIAL,CHRYSLER,10988,10405,1
MANHEIM,4,FORD,AUTO,Covers,74983,AMERICAN,SMALL,FORD,4612,7112,0
MANHEIM,6,CHEVROLET,AUTO,Alloy,78430,AMERICAN,LARGE,GM,4643,7237,0
MANHEIM,3,CHRYSLER,AUTO,Covers,83999,AMERICAN,SPECIAL,CHRYSLER,9301,8358,0
MANHEIM,8,HYUNDAI,AUTO,Alloy,75668,ASIAN,MEDIUM,OTHER,3943,5554,0
MANHEIM,4,DODGE,AUTO,Covers,67654,AMERICAN,SPECIAL,CHRYSLER,5499,5057,0
OTHER,5,CHEVROLET,AUTO,Covers,91428,AMERICAN,MEDIUM,GM,6097,7543,0
OTHER,3,CHEVROLET,AUTO,Covers,47396,AMERICAN,SMALL,GM,6908,8795,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,65975,AMERICAN,MEDIUM,GM,6458,6396,0
ADESA,6,HYUNDAI,AUTO,Alloy,69190,ASIAN,MEDIUM,OTHER,5153,6825,0
MANHEIM,1,CHEVROLET,AUTO,Covers,35096,AMERICAN,SMALL,GM,7428,7820,0
MANHEIM,3,CHEVROLET,AUTO,Covers,50146,AMERICAN,SMALL,GM,5500,5469,0
OTHER,6,BUICK,AUTO,Alloy,84662,AMERICAN,MEDIUM,GM,10549,12500,0
MANHEIM,2,CHEVROLET,AUTO,NULL,85268,AMERICAN,LARGE,GM,10321,12610,0
OTHER,2,CHEVROLET,AUTO,Covers,76216,AMERICAN,LARGE,GM,8892,8756,0
OTHER,1,CHRYSLER,AUTO,Covers,47704,AMERICAN,MEDIUM,CHRYSLER,7926,8541,0
ADESA,2,DODGE,AUTO,Covers,76348,AMERICAN,SPECIAL,CHRYSLER,10922,14076,0
MANHEIM,8,CHEVROLET,AUTO,Alloy,96981,AMERICAN,MEDIUM,GM,5450,7549,0
MANHEIM,5,FORD,AUTO,Alloy,73219,AMERICAN,LARGE,FORD,7371,7637,0
MANHEIM,5,DODGE,AUTO,Covers,83535,AMERICAN,MEDIUM,CHRYSLER,8506,8195,0
OTHER,2,DODGE,AUTO,Covers,50248,AMERICAN,MEDIUM,CHRYSLER,7934,10856,0
OTHER,3,FORD,AUTO,Alloy,88671,AMERICAN,LARGE,FORD,11014,12583,1
MANHEIM,2,TOYOTA,AUTO,Alloy,62515,ASIAN,MEDIUM,OTHER,13396,13485,0
OTHER,6,CHRYSLER,AUTO,Alloy,87396,AMERICAN,MEDIUM,CHRYSLER,3501,5856,0
MANHEIM,1,PONTIAC,AUTO,Alloy,61753,AMERICAN,MEDIUM,GM,10053,10216,0
MANHEIM,6,CHEVROLET,AUTO,Covers,38245,AMERICAN,MEDIUM,GM,3140,2903,0
OTHER,3,DODGE,AUTO,Covers,65105,AMERICAN,MEDIUM,CHRYSLER,6461,6418,0
OTHER,3,DODGE,AUTO,Covers,75072,AMERICAN,SPECIAL,CHRYSLER,6476,6478,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,77757,AMERICAN,MEDIUM,GM,8697,11049,0
OTHER,5,SUZUKI,MANUAL,Covers,79157,ASIAN,MEDIUM,OTHER,3782,5895,0
ADESA,6,CHEVROLET,AUTO,NULL,92589,AMERICAN,MEDIUM,GM,6631,8069,1
MANHEIM,4,CHEVROLET,AUTO,Covers,82149,AMERICAN,MEDIUM,GM,4517,4142,0
OTHER,3,PONTIAC,AUTO,Alloy,81908,AMERICAN,LARGE,GM,8801,8153,0
MANHEIM,7,DODGE,AUTO,Alloy,92486,AMERICAN,SPECIAL,CHRYSLER,3740,3332,0
MANHEIM,2,JEEP,AUTO,Alloy,89071,AMERICAN,SMALL,CHRYSLER,9255,12377,0
ADESA,7,GMC,AUTO,Alloy,92816,AMERICAN,MEDIUM,GM,7431,10195,0
MANHEIM,3,KIA,MANUAL,Covers,51057,ASIAN,MEDIUM,OTHER,4915,4851,0
MANHEIM,6,FORD,MANUAL,Covers,71942,AMERICAN,LARGE,FORD,6897,6265,0
MANHEIM,3,CHRYSLER,AUTO,Alloy,45707,AMERICAN,MEDIUM,CHRYSLER,6358,6347,0
MANHEIM,7,KIA,AUTO,Alloy,79811,ASIAN,SMALL,OTHER,2503,2596,0
OTHER,1,KIA,AUTO,Covers,47341,ASIAN,MEDIUM,OTHER,7937,10441,0
OTHER,4,DODGE,AUTO,Covers,51233,AMERICAN,MEDIUM,CHRYSLER,6802,9579,0
ADESA,5,CHEVROLET,AUTO,Alloy,79274,AMERICAN,LARGE,GM,9826,11863,0
ADESA,6,MERCURY,AUTO,Alloy,72970,AMERICAN,MEDIUM,FORD,5587,5270,0
MANHEIM,3,NISSAN,AUTO,Alloy,84931,ASIAN,LARGE,OTHER,15069,15043,0
ADESA,6,FORD,MANUAL,Alloy,57211,AMERICAN,SMALL,FORD,3744,3496,0
MANHEIM,3,CHRYSLER,AUTO,Covers,72456,AMERICAN,MEDIUM,CHRYSLER,9581,9080,0
ADESA,4,DODGE,AUTO,Alloy,85436,AMERICAN,SMALL,CHRYSLER,4858,4644,0
MANHEIM,3,MAZDA,AUTO,Alloy,61921,ASIAN,SMALL,OTHER,8862,8795,0
MANHEIM,3,CHEVROLET,AUTO,Covers,63937,AMERICAN,LARGE,GM,9075,11537,0
ADESA,7,DODGE,AUTO,Alloy,64085,AMERICAN,SMALL,CHRYSLER,6838,6515,0
ADESA,5,FORD,AUTO,Alloy,76617,AMERICAN,MEDIUM,FORD,4569,4231,0
MANHEIM,8,BUICK,AUTO,Covers,94751,AMERICAN,MEDIUM,GM,4070,5395,0
OTHER,7,SATURN,AUTO,Alloy,89996,AMERICAN,MEDIUM,GM,4015,3586,0
MANHEIM,5,PONTIAC,AUTO,Alloy,78920,AMERICAN,MEDIUM,GM,6682,8713,0
MANHEIM,4,CHEVROLET,MANUAL,Covers,38223,AMERICAN,SMALL,GM,4679,6819,1
MANHEIM,5,PONTIAC,AUTO,Alloy,61310,AMERICAN,MEDIUM,GM,5264,7457,0
MANHEIM,2,FORD,AUTO,Alloy,88453,AMERICAN,MEDIUM,FORD,14485,12825,0
OTHER,2,KIA,AUTO,Covers,63941,ASIAN,SMALL,OTHER,5190,4999,0
MANHEIM,4,HYUNDAI,AUTO,Alloy,67245,ASIAN,MEDIUM,OTHER,9264,8385,0
OTHER,1,CHRYSLER,AUTO,Covers,51381,AMERICAN,MEDIUM,CHRYSLER,9223,9789,0
ADESA,6,CHEVROLET,AUTO,Alloy,96033,AMERICAN,LARGE,GM,6900,9332,0
OTHER,3,CHEVROLET,AUTO,Covers,52372,AMERICAN,SMALL,GM,5930,5936,0
ADESA,4,CHEVROLET,AUTO,Alloy,88032,AMERICAN,MEDIUM,GM,7127,6517,0
MANHEIM,6,CHEVROLET,AUTO,Special,72866,AMERICAN,SMALL,GM,3657,3690,0
MANHEIM,8,BUICK,AUTO,Alloy,77111,AMERICAN,MEDIUM,GM,3601,3254,0
MANHEIM,7,FORD,AUTO,Alloy,92480,AMERICAN,MEDIUM,FORD,3104,2865,0
MANHEIM,3,CHEVROLET,AUTO,Alloy,72392,AMERICAN,SMALL,GM,6831,9112,0
OTHER,2,CHRYSLER,AUTO,Covers,59949,AMERICAN,MEDIUM,CHRYSLER,7367,7317,1
OTHER,4,CHEVROLET,AUTO,Covers,63096,AMERICAN,MEDIUM,GM,8584,10126,0
MANHEIM,4,JEEP,AUTO,Alloy,69677,AMERICAN,SMALL,CHRYSLER,8631,8703,0
OTHER,1,CHRYSLER,AUTO,Covers,48020,AMERICAN,MEDIUM,CHRYSLER,7000,7516,0
ADESA,3,SUZUKI,AUTO,Covers,52517,ASIAN,MEDIUM,OTHER,5143,5180,0
MANHEIM,4,FORD,AUTO,Alloy,85915,AMERICAN,MEDIUM,FORD,4662,4360,1
OTHER,4,PONTIAC,AUTO,Covers,44447,AMERICAN,LARGE,GM,7182,6493,0
MANHEIM,3,FORD,AUTO,Alloy,72423,AMERICAN,LARGE,FORD,11042,12662,0
MANHEIM,8,TOYOTA,AUTO,Alloy,80253,ASIAN,MEDIUM,OTHER,4992,4200,0
MANHEIM,5,CHRYSLER,AUTO,Alloy,64421,AMERICAN,MEDIUM,CHRYSLER,4318,4097,0
ADESA,6,CHEVROLET,AUTO,NULL,81592,AMERICAN,LARGE,GM,7343,7466,0
OTHER,9,PONTIAC,AUTO,Alloy,85608,AMERICAN,MEDIUM,GM,3936,5251,0
MANHEIM,4,MITSUBISHI,AUTO,Alloy,63852,ASIAN,MEDIUM,OTHER,9790,12557,0
OTHER,4,FORD,AUTO,Covers,64705,AMERICAN,MEDIUM,FORD,5531,7537,0
MANHEIM,4,FORD,AUTO,Alloy,94698,AMERICAN,SMALL,FORD,8060,10405,0
MANHEIM,3,CHEVROLET,AUTO,Covers,78299,AMERICAN,LARGE,GM,8788,11297,0
ADESA,5,CHEVROLET,AUTO,Covers,86495,AMERICAN,SMALL,GM,4067,5772,0
MANHEIM,8,CHEVROLET,AUTO,Alloy,82690,AMERICAN,MEDIUM,GM,6554,9058,0
MANHEIM,3,CHRYSLER,AUTO,Covers,49995,AMERICAN,MEDIUM,CHRYSLER,6695,9226,0
OTHER,6,CHRYSLER,AUTO,Covers,43715,AMERICAN,MEDIUM,CHRYSLER,4360,6529,0
MANHEIM,2,PONTIAC,AUTO,Alloy,78000,AMERICAN,LARGE,GM,8932,8718,0
OTHER,3,PONTIAC,AUTO,Alloy,73205,AMERICAN,LARGE,GM,10031,11644,0
ADESA,8,SATURN,AUTO,Covers,69880,AMERICAN,SMALL,GM,2202,4263,0
MANHEIM,5,FORD,AUTO,Alloy,73769,AMERICAN,SPECIAL,FORD,5013,4797,0
OTHER,4,JEEP,AUTO,NULL,87400,AMERICAN,MEDIUM,CHRYSLER,11773,13996,1
OTHER,7,FORD,AUTO,Alloy,88949,AMERICAN,LARGE,FORD,8926,11227,0
MANHEIM,6,FORD,AUTO,Alloy,83523,AMERICAN,SPECIAL,FORD,7462,9626,1
ADESA,2,CHEVROLET,AUTO,NULL,52431,AMERICAN,SMALL,GM,6439,9134,1
MANHEIM,4,NISSAN,AUTO,Alloy,97095,ASIAN,SMALL,OTHER,6935,9222,0
MANHEIM,4,CHEVROLET,AUTO,Covers,66689,AMERICAN,MEDIUM,GM,8626,10452,0
MANHEIM,3,CHRYSLER,AUTO,Alloy,61809,AMERICAN,SPECIAL,CHRYSLER,7578,9683,1
MANHEIM,9,MERCURY,AUTO,Alloy,54441,AMERICAN,MEDIUM,FORD,3570,5587,1
OTHER,3,CHEVROLET,AUTO,Covers,45167,AMERICAN,LARGE,GM,8716,10629,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,63575,AMERICAN,MEDIUM,GM,7264,10178,0
ADESA,3,DODGE,AUTO,Covers,67891,AMERICAN,SPECIAL,CHRYSLER,10358,13142,0
OTHER,2,CHEVROLET,AUTO,Covers,61235,AMERICAN,LARGE,GM,8694,11713,0
MANHEIM,3,CHRYSLER,AUTO,Covers,87582,AMERICAN,SPECIAL,CHRYSLER,8636,11064,1
OTHER,1,CHRYSLER,AUTO,Covers,43830,AMERICAN,MEDIUM,CHRYSLER,6908,9632,0
MANHEIM,6,DODGE,AUTO,Covers,66313,AMERICAN,MEDIUM,CHRYSLER,3333,4787,1
OTHER,3,FORD,AUTO,Alloy,93157,AMERICAN,LARGE,FORD,7105,7052,0
ADESA,4,CHEVROLET,AUTO,Alloy,45009,AMERICAN,MEDIUM,GM,7349,7387,1
MANHEIM,5,CHEVROLET,AUTO,Covers,65378,AMERICAN,SMALL,GM,4194,5971,0
MANHEIM,3,CHEVROLET,AUTO,Covers,62790,AMERICAN,LARGE,GM,7998,8103,0
OTHER,5,PONTIAC,AUTO,Alloy,60597,AMERICAN,MEDIUM,GM,7370,10021,1
MANHEIM,2,DODGE,AUTO,Covers,77592,AMERICAN,MEDIUM,CHRYSLER,8330,11644,0
MANHEIM,6,SATURN,AUTO,Alloy,80438,AMERICAN,MEDIUM,GM,4346,6092,0
MANHEIM,7,FORD,AUTO,Alloy,79353,AMERICAN,MEDIUM,FORD,6275,8497,0
MANHEIM,3,DODGE,AUTO,Covers,67948,AMERICAN,SPECIAL,CHRYSLER,11538,13938,0
MANHEIM,3,CHEVROLET,AUTO,Covers,77864,AMERICAN,MEDIUM,GM,10960,12719,0
MANHEIM,4,CHEVROLET,AUTO,Covers,57076,AMERICAN,MEDIUM,GM,7949,9802,0
MANHEIM,3,DODGE,AUTO,Covers,51443,AMERICAN,MEDIUM,CHRYSLER,6461,6418,0
MANHEIM,7,DODGE,AUTO,Covers,82333,AMERICAN,SPECIAL,CHRYSLER,3447,3325,1
MANHEIM,6,TOYOTA,MANUAL,Alloy,77536,ASIAN,SMALL,OTHER,5898,5869,0
MANHEIM,4,PONTIAC,AUTO,Alloy,51127,AMERICAN,LARGE,GM,6952,9320,0
ADESA,3,CHEVROLET,AUTO,Covers,71129,AMERICAN,LARGE,GM,7963,7833,0
OTHER,6,OLDSMOBILE,AUTO,Covers,82225,AMERICAN,MEDIUM,GM,3793,3372,0
MANHEIM,4,MITSUBISHI,AUTO,Covers,82108,ASIAN,MEDIUM,OTHER,8100,9915,0
OTHER,2,CHEVROLET,AUTO,Covers,47653,AMERICAN,SMALL,GM,7086,9551,1
MANHEIM,3,TOYOTA,AUTO,Covers,75450,ASIAN,MEDIUM,OTHER,12073,15022,0
OTHER,2,DODGE,AUTO,Covers,50619,AMERICAN,MEDIUM,CHRYSLER,8258,11114,1
MANHEIM,4,FORD,AUTO,Alloy,74940,AMERICAN,MEDIUM,FORD,8513,11172,0
ADESA,5,FORD,AUTO,Covers,64297,AMERICAN,SMALL,FORD,5464,7298,0
MANHEIM,4,CHEVROLET,AUTO,Covers,85272,AMERICAN,SMALL,GM,5491,8147,0
MANHEIM,3,CHEVROLET,AUTO,Covers,64238,AMERICAN,LARGE,GM,8151,7916,0
MANHEIM,4,CHEVROLET,AUTO,Covers,75994,AMERICAN,LARGE,GM,7682,10006,0
MANHEIM,3,NISSAN,AUTO,Alloy,73665,ASIAN,MEDIUM,OTHER,12804,15649,0
ADESA,7,PONTIAC,AUTO,Special,80501,AMERICAN,MEDIUM,GM,3039,2750,0
MANHEIM,3,KIA,AUTO,Covers,60881,ASIAN,SMALL,OTHER,5675,8261,0
OTHER,1,CHRYSLER,AUTO,Covers,48444,AMERICAN,MEDIUM,CHRYSLER,9428,10042,0
MANHEIM,5,FORD,AUTO,Covers,84941,AMERICAN,MEDIUM,FORD,4455,7038,0
ADESA,6,FORD,AUTO,Alloy,75735,AMERICAN,LARGE,FORD,9556,9326,1
OTHER,1,DODGE,AUTO,Covers,53760,AMERICAN,MEDIUM,CHRYSLER,7771,8245,0
OTHER,5,MAZDA,AUTO,Covers,75556,ASIAN,MEDIUM,OTHER,7178,9819,0
MANHEIM,7,CHEVROLET,AUTO,Alloy,71788,AMERICAN,MEDIUM,GM,6115,6049,0
MANHEIM,4,DODGE,AUTO,Alloy,67652,AMERICAN,SPECIAL,CHRYSLER,9324,11856,0
OTHER,4,KIA,AUTO,NULL,63651,ASIAN,MEDIUM,OTHER,8884,11901,1
ADESA,3,FORD,AUTO,Covers,69861,AMERICAN,SMALL,FORD,7767,9678,0
ADESA,4,DODGE,AUTO,Covers,80577,AMERICAN,SPECIAL,CHRYSLER,6656,6701,0
MANHEIM,4,CHEVROLET,MANUAL,Covers,72987,AMERICAN,LARGE,GM,7601,9615,1
MANHEIM,3,CHEVROLET,AUTO,Covers,61867,AMERICAN,MEDIUM,GM,8169,11045,0
OTHER,3,FORD,AUTO,Alloy,79615,AMERICAN,LARGE,FORD,7716,7267,0
OTHER,3,CHEVROLET,AUTO,Covers,79511,AMERICAN,MEDIUM,GM,8040,10232,0
MANHEIM,5,CHEVROLET,AUTO,Covers,35682,AMERICAN,SMALL,GM,5348,7088,0
OTHER,6,FORD,AUTO,Alloy,88023,AMERICAN,MEDIUM,FORD,5362,4668,0
OTHER,4,FORD,MANUAL,NULL,94935,AMERICAN,SMALL,FORD,5934,7496,0
OTHER,4,CHEVROLET,AUTO,Covers,77830,AMERICAN,MEDIUM,GM,4307,4049,1
MANHEIM,2,DODGE,AUTO,Alloy,76809,AMERICAN,MEDIUM,CHRYSLER,9553,11200,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,65808,AMERICAN,SMALL,GM,7271,9738,0
ADESA,7,CHRYSLER,AUTO,Covers,98433,AMERICAN,SPECIAL,CHRYSLER,4456,4027,0
MANHEIM,4,CHRYSLER,AUTO,Covers,93599,AMERICAN,MEDIUM,CHRYSLER,5195,5082,0
MANHEIM,4,FORD,AUTO,Covers,89434,AMERICAN,MEDIUM,FORD,4783,4483,1
OTHER,5,CHEVROLET,AUTO,Covers,76622,AMERICAN,LARGE,GM,5219,4845,0
MANHEIM,5,CHRYSLER,AUTO,Covers,59644,AMERICAN,MEDIUM,CHRYSLER,4852,4779,0
MANHEIM,5,CHEVROLET,AUTO,Covers,80923,AMERICAN,MEDIUM,GM,7998,10434,0
OTHER,4,KIA,MANUAL,Alloy,85098,ASIAN,MEDIUM,OTHER,11718,13610,0
OTHER,3,CHRYSLER,AUTO,Covers,54405,AMERICAN,MEDIUM,CHRYSLER,6703,8892,0
ADESA,7,SATURN,AUTO,Covers,71579,AMERICAN,MEDIUM,GM,3970,5634,0
MANHEIM,6,DODGE,AUTO,Alloy,66411,AMERICAN,MEDIUM,CHRYSLER,6673,8761,1
MANHEIM,6,CHEVROLET,AUTO,Alloy,85240,AMERICAN,LARGE,GM,10925,13475,0
OTHER,4,FORD,AUTO,Covers,67464,AMERICAN,MEDIUM,FORD,4783,4483,0
MANHEIM,5,CHEVROLET,AUTO,Covers,101459,AMERICAN,SMALL,GM,5064,7458,0
OTHER,3,SUZUKI,AUTO,Alloy,73363,ASIAN,MEDIUM,OTHER,6763,6087,0
MANHEIM,6,CHRYSLER,AUTO,Alloy,86181,AMERICAN,MEDIUM,CHRYSLER,8440,10591,0
MANHEIM,2,CHEVROLET,AUTO,Alloy,73817,AMERICAN,LARGE,GM,9632,12860,0
ADESA,6,GMC,AUTO,Alloy,71762,AMERICAN,MEDIUM,GM,7009,7019,0
MANHEIM,6,DODGE,AUTO,Alloy,77465,AMERICAN,LARGE,CHRYSLER,8081,10473,0
MANHEIM,9,CHEVROLET,AUTO,Alloy,78202,AMERICAN,SMALL,GM,4014,5412,1
OTHER,3,CHEVROLET,AUTO,Covers,55638,AMERICAN,SMALL,GM,6481,8969,0
MANHEIM,6,MERCURY,AUTO,Covers,88506,AMERICAN,LARGE,FORD,6184,7749,0
MANHEIM,4,HYUNDAI,AUTO,Alloy,57692,ASIAN,SMALL,OTHER,5036,6941,0
MANHEIM,4,DODGE,AUTO,Alloy,83526,AMERICAN,LARGE,CHRYSLER,7371.82,8494.94,0
MANHEIM,3,CHRYSLER,AUTO,Covers,80124,AMERICAN,MEDIUM,CHRYSLER,5873,9032,0
ADESA,5,DODGE,AUTO,NULL,65282,AMERICAN,MEDIUM,CHRYSLER,4009,3836,1
MANHEIM,1,CHEVROLET,AUTO,Covers,79859,AMERICAN,MEDIUM,GM,8941,9159,1
MANHEIM,3,CHRYSLER,AUTO,Covers,87220,AMERICAN,SPECIAL,CHRYSLER,5994,6061,0
MANHEIM,6,FORD,AUTO,Alloy,89737,AMERICAN,LARGE,FORD,7371.82,8494.94,0
MANHEIM,5,CHEVROLET,AUTO,Alloy,73937,AMERICAN,MEDIUM,GM,7797,9643,0
MANHEIM,2,CHEVROLET,AUTO,Covers,63164,AMERICAN,MEDIUM,GM,8564,11957,0
OTHER,3,FORD,AUTO,Alloy,79992,AMERICAN,MEDIUM,FORD,12038,13972,0
MANHEIM,7,FORD,AUTO,Alloy,97092,AMERICAN,LARGE,FORD,7391,9967,1
OTHER,3,CHEVROLET,AUTO,Covers,49442,AMERICAN,SMALL,GM,5901,5710,0
MANHEIM,7,CHEVROLET,AUTO,Covers,78165,AMERICAN,SMALL,GM,2720,2475,0
ADESA,4,FORD,AUTO,Covers,81762,AMERICAN,MEDIUM,FORD,4938,4843,0
MANHEIM,4,SATURN,AUTO,Covers,51233,AMERICAN,MEDIUM,GM,5293,5343,0
ADESA,6,DODGE,AUTO,Covers,82522,AMERICAN,MEDIUM,CHRYSLER,7371.82,8494.94,0
OTHER,6,GMC,AUTO,Alloy,75904,AMERICAN,LARGE,GM,8594,12549,0
MANHEIM,3,CHRYSLER,AUTO,Covers,73580,AMERICAN,MEDIUM,CHRYSLER,5728,7969,1
MANHEIM,4,KIA,AUTO,Alloy,79551,ASIAN,MEDIUM,OTHER,9029,12243,0
MANHEIM,3,BUICK,AUTO,Alloy,43210,AMERICAN,SPECIAL,GM,8495,8152,0
MANHEIM,5,CHEVROLET,AUTO,Covers,71663,AMERICAN,SMALL,GM,5435,7201,0
OTHER,4,CHEVROLET,AUTO,Alloy,88676,AMERICAN,MEDIUM,GM,10815,13062,0
OTHER,1,CHRYSLER,AUTO,Covers,49433,AMERICAN,MEDIUM,CHRYSLER,7881,8484,0
ADESA,3,DODGE,AUTO,Alloy,49279,AMERICAN,MEDIUM,CHRYSLER,6130,5630,0
OTHER,4,CHEVROLET,AUTO,Covers,79853,AMERICAN,MEDIUM,GM,7252,9538,0
OTHER,1,DODGE,AUTO,Covers,49616,AMERICAN,MEDIUM,CHRYSLER,9044,9352,0
MANHEIM,6,HYUNDAI,AUTO,Alloy,58083,ASIAN,SPECIAL,OTHER,6616,8265,1
MANHEIM,4,CHEVROLET,AUTO,Covers,62335,AMERICAN,MEDIUM,GM,9620,8913,0
MANHEIM,9,PONTIAC,AUTO,Alloy,73276,AMERICAN,LARGE,GM,4325,5594,1
MANHEIM,5,DODGE,AUTO,Covers,97536,AMERICAN,SPECIAL,CHRYSLER,6121,8092,0
MANHEIM,3,KIA,AUTO,Alloy,68667,ASIAN,MEDIUM,OTHER,7371.82,8494.94,0
OTHER,1,SUZUKI,AUTO,Covers,49095,ASIAN,MEDIUM,OTHER,6759,9513,0
ADESA,3,KIA,MANUAL,Covers,36524,ASIAN,SMALL,OTHER,6296,8754,0
MANHEIM,2,FORD,AUTO,Alloy,83488,AMERICAN,MEDIUM,FORD,14102,15420,0
MANHEIM,4,CHEVROLET,AUTO,Alloy,88567,AMERICAN,LARGE,GM,7551,6679,0
MANHEIM,2,PONTIAC,AUTO,Covers,75049,AMERICAN,MEDIUM,GM,8637,11639,0
OTHER,4,CHRYSLER,AUTO,Alloy,63751,AMERICAN,SPECIAL,CHRYSLER,9014,8921,0
ADESA,5,CHRYSLER,AUTO,Alloy,86323,AMERICAN,MEDIUM,CHRYSLER,6071,7932,0
MANHEIM,4,DODGE,AUTO,Alloy,79482,AMERICAN,LARGE,CHRYSLER,11384,10685,0
MANHEIM,3,SUZUKI,AUTO,Covers,47019,ASIAN,MEDIUM,OTHER,4973,4816,0
ADESA,3,CHEVROLET,AUTO,Alloy,75689,AMERICAN,LARGE,GM,10608,12899,0
ADESA,6,CHEVROLET,AUTO,NULL,89237,AMERICAN,LARGE,GM,8617,8322,1
MANHEIM,6,HONDA,AUTO,Alloy,80929,ASIAN,MEDIUM,OTHER,7256,7335,0
MANHEIM,4,PONTIAC,AUTO,Alloy,76960,AMERICAN,MEDIUM,GM,7371.82,8494.94,0
ADESA,5,CHRYSLER,AUTO,NULL,69927,AMERICAN,MEDIUM,CHRYSLER,7871,10072,0
MANHEIM,5,JEEP,AUTO,Covers,75726,AMERICAN,SMALL,CHRYSLER,9072,11189,0
MANHEIM,3,PONTIAC,AUTO,Alloy,63437,AMERICAN,LARGE,GM,8714,8453,0
ADESA,5,CHRYSLER,AUTO,NULL,79113,AMERICAN,MEDIUM,CHRYSLER,4717,4454,1
ADESA,4,DODGE,AUTO,Covers,79040,AMERICAN,MEDIUM,CHRYSLER,5949,8030,1
MANHEIM,6,FORD,AUTO,Alloy,85884,AMERICAN,MEDIUM,FORD,6500,6412,0
