@relation 'train_dataset_4_unbalanced_normalized-weka.filters.unsupervised.attribute.NumericToNominal-R1,3,4,5,7,8,9,18,20,22-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute Auction {MANHEIM,OTHER,ADESA}
@attribute VehicleAge numeric
@attribute Make {CHEVROLET,KIA,DODGE,FORD,SUZUKI,HONDA,CHRYSLER,NISSAN,MAZDA,SATURN,PONTIAC,MITSUBISHI,JEEP,TOYOTA,HYUNDAI,BUICK,GMC,MERCURY,SCION,ISUZU,OLDSMOBILE,VOLKSWAGEN,ACURA,INFINITI,VOLVO,MINI,SUBARU,LINCOLN,LEXUS,CADILLAC,PLYMOUTH}
@attribute Transmission {AUTO,MANUAL,NULL,Manual}
@attribute WheelType {Covers,Alloy,Special,NULL}
@attribute VehOdo numeric
@attribute Nationality {AMERICAN,ASIAN,OTHER,NULL}
@attribute Size {MEDIUM,SPECIAL,SMALL,LARGE,NULL}
@attribute TopThreeAmericanName {GM,OTHER,CHRYSLER,FORD,NULL}
@attribute MMRAcquisitionAuctionAveragePrice numeric
@attribute MMRAcquisitionAuctionCleanPrice numeric
@attribute MMRAcquisitionRetailAveragePrice numeric
@attribute MMRAcquisitonRetailCleanPrice numeric
@attribute MMRCurrentAuctionAveragePrice numeric
@attribute MMRCurrentAuctionCleanPrice numeric
@attribute MMRCurrentRetailAveragePrice numeric
@attribute MMRCurrentRetailCleanPrice numeric
@attribute VNST {VA,FL,TX,NC,IL,CA,AZ,CO,OK,PA,NJ,TN,IN,SC,MO,OR,GA,IA,KY,UT,MD,AL,WV,OH,AR,LA,NM,NH,MA,WA,NV,MS,MN,NE,ID,MI,NY}
@attribute VehBCost numeric
@attribute IsOnlineSale {0,1}
@attribute WarrantyCost numeric
@attribute IsBadBuy {0,1}

@data
MANHEIM,0.444444,JEEP,AUTO,Alloy,0.573729,AMERICAN,SMALL,CHRYSLER,0.268356,0.308247,0.315375,0.338599,0.262693,0.296906,0.322333,0.340337,TX,0.171846,0,0.051592,0
ADESA,0.555556,CHEVROLET,AUTO,Covers,0.755916,AMERICAN,SMALL,GM,0.048883,0.0709,0.048877,0.06881,0.075892,0.094734,0.13106,0.145473,TN,0.082331,0,0.111001,0
OTHER,0.444444,CHEVROLET,AUTO,Covers,0.385492,AMERICAN,MEDIUM,GM,0.179344,0.200263,0.237688,0.24671,0.191469,0.214987,0.247217,0.270261,CA,0.125431,0,0.042922,0
ADESA,0.444444,CHRYSLER,AUTO,Covers,0.607753,AMERICAN,MEDIUM,CHRYSLER,0.10302,0.118939,0.103017,0.115445,0.118378,0.140107,0.118357,0.137454,LA,0.114269,0,0.131751,0
OTHER,0.444444,DODGE,AUTO,Alloy,0.675369,AMERICAN,LARGE,CHRYSLER,0.241862,0.293016,0.24186,0.28438,0.205103,0.240011,0.306383,0.338463,CA,0.187428,0,0.065094,0
OTHER,0.111111,KIA,AUTO,Covers,0.400669,ASIAN,SMALL,OTHER,0.168178,0.172233,0.20287,0.203265,0.192685,0.198405,0.216731,0.226641,AZ,0.138692,0,0.002843,0
ADESA,0.444444,JEEP,AUTO,Alloy,0.692566,AMERICAN,MEDIUM,CHRYSLER,0.233883,0.258754,0.233887,0.25113,0.220915,0.248866,0.292109,0.338463,AZ,0.194943,0,0.203383,0
MANHEIM,0.555556,CHEVROLET,AUTO,Special,0.757377,AMERICAN,LARGE,GM,0.189075,0.200514,0.189076,0.194601,0.2408,0.277822,0.337445,0.366419,TX,0.219366,0,0.111001,0
OTHER,0.333333,CHEVROLET,AUTO,Covers,0.532464,AMERICAN,MEDIUM,GM,0.181555,0.196853,0.237555,0.24558,0.192374,0.216389,0.256044,0.274058,OK,0.151954,0,0.06552,0
MANHEIM,0.444444,NISSAN,AUTO,Covers,0.489224,ASIAN,SMALL,OTHER,0.118922,0.149093,0.11891,0.144701,0.123865,0.147394,0.123857,0.144599,MD,0.134272,0,0.006111,0
OTHER,0.111111,DODGE,AUTO,Alloy,0.385627,AMERICAN,MEDIUM,CHRYSLER,0.209828,0.222704,0.209834,0.216148,0.211807,0.225959,0.211807,0.221695,OK,0.176266,0,0.052871,0
MANHEIM,0.666667,KIA,AUTO,Covers,0.67958,ASIAN,MEDIUM,OTHER,0.060997,0.078138,0.128346,0.141462,0.096229,0.111893,0.153925,0.163211,CA,0.084984,0,0.018761,0
MANHEIM,0.555556,ISUZU,AUTO,Alloy,0.525448,ASIAN,MEDIUM,OTHER,0.15994,0.180449,0.15992,0.175138,0.153792,0.192135,0.153768,0.188493,MD,0.15759,0,0.176379,0
MANHEIM,0.555556,DODGE,AUTO,Alloy,0.622083,AMERICAN,MEDIUM,CHRYSLER,0.229146,0.261381,0.298924,0.318609,0.198795,0.228544,0.271496,0.290022,FL,0.219366,0,0.131751,0
OTHER,0.555556,SUZUKI,AUTO,Covers,0.303142,ASIAN,MEDIUM,OTHER,0.045697,0.060755,0.045688,0.058965,0.059599,0.075787,0.059585,0.074348,AL,0.098356,0,0,0
MANHEIM,0.666667,DODGE,MANUAL,Alloy,0.835425,AMERICAN,LARGE,CHRYSLER,0.085194,0.116145,0.174538,0.191939,0.122394,0.149649,0.205259,0.222194,TX,0.123663,0,0.022456,0
MANHEIM,0.222222,DODGE,AUTO,Alloy,0.406098,AMERICAN,MEDIUM,CHRYSLER,0.173517,0.179582,0.263734,0.256303,0.213051,0.223594,0.26618,0.268137,GA,0.148196,0,0.032831,0
MANHEIM,0.333333,PONTIAC,AUTO,Alloy,0.693404,AMERICAN,MEDIUM,GM,0.206757,0.238828,0.270299,0.298543,0.198342,0.231899,0.254289,0.283002,IN,0.143665,0,0.129477,0
ADESA,0.444444,KIA,AUTO,Covers,0.368043,ASIAN,MEDIUM,OTHER,0.105086,0.118855,0.16388,0.172953,0.131474,0.156194,0.185485,0.194639,TX,0.138692,0,0.002843,0
OTHER,0.111111,DODGE,AUTO,Covers,0.366203,AMERICAN,MEDIUM,CHRYSLER,0.182932,0.189615,0.182937,0.184028,0.194835,0.202585,0.194835,0.198761,OK,0.145323,0,0.032831,0
OTHER,0.444444,CHEVROLET,AUTO,Covers,0.563882,AMERICAN,MEDIUM,GM,0.11387,0.135958,0.11386,0.131944,0.158996,0.186498,0.15898,0.182972,CA,0.119574,0,0.06552,0
MANHEIM,0.555556,DODGE,AUTO,Alloy,0.619188,AMERICAN,MEDIUM,CHRYSLER,0.203887,0.240254,0.29515,0.311125,0.193986,0.236024,0.265656,0.298816,CO,0.209199,0,0.165009,0
MANHEIM,0.111111,DODGE,AUTO,Covers,0.545441,AMERICAN,MEDIUM,CHRYSLER,0.2561,0.269374,0.32497,0.337217,0.283399,0.311206,0.336424,0.357924,IN,0.183671,0,0.079306,0
ADESA,0.555556,CHEVROLET,AUTO,Covers,0.74789,AMERICAN,MEDIUM,GM,0.111545,0.142051,0.168532,0.187469,0.127005,0.156304,0.186794,0.211727,CA,0.116148,0,0.129477,0
OTHER,0.444444,DODGE,AUTO,Covers,0.616411,AMERICAN,SPECIAL,CHRYSLER,0.1081,0.129587,0.108093,0.125766,0.162267,0.188774,0.205308,0.226531,SC,0.094488,0,0.165009,0
MANHEIM,0.666667,FORD,AUTO,Alloy,0.72484,AMERICAN,LARGE,FORD,0.139388,0.191096,0.223043,0.261301,0.111561,0.127595,0.195411,0.206356,TX,0.152948,0,0.055571,0
OTHER,0.333333,CHEVROLET,AUTO,Covers,0.65002,AMERICAN,SPECIAL,GM,0.179545,0.19459,0.262007,0.267579,0.171273,0.19318,0.260444,0.27201,CA,0.149744,0,0.231524,0
MANHEIM,0.222222,DODGE,AUTO,Covers,0.613435,AMERICAN,MEDIUM,CHRYSLER,0.232361,0.240785,0.305807,0.293069,0.219585,0.239186,0.274351,0.283352,FL,0.175824,0,0.098493,0
MANHEIM,0.333333,PONTIAC,MANUAL,Covers,0.414493,AMERICAN,SMALL,GM,0.185085,0.209122,0.245369,0.252562,0.180805,0.201155,0.244074,0.248776,TX,0.151622,0,0.029704,0
MANHEIM,0.555556,NISSAN,AUTO,Alloy,0.546676,ASIAN,SMALL,OTHER,0.09527,0.116312,0.165555,0.174561,0.098577,0.117833,0.159661,0.181323,CA,0.122226,0,0.010091,0
MANHEIM,0.777778,FORD,AUTO,Alloy,0.579293,AMERICAN,MEDIUM,FORD,0.049974,0.075706,0.109475,0.126344,0.056968,0.082139,0.110762,0.13593,FL,0.097803,0,0.09423,0
OTHER,0.111111,DODGE,AUTO,Covers,0.419823,AMERICAN,MEDIUM,CHRYSLER,0.171365,0.174804,0.171349,0.169638,0.186632,0.194308,0.262487,0.262516,NC,0.143113,0,0.041501,0
OTHER,0.555556,HYUNDAI,AUTO,Alloy,0.745266,ASIAN,MEDIUM,OTHER,0.144268,0.16941,0.207548,0.227951,0.172376,0.191503,0.263403,0.290022,TX,0.144992,0,0.037095,0
MANHEIM,0.444444,FORD,AUTO,Covers,0.836444,AMERICAN,MEDIUM,FORD,0.081004,0.104072,0.080983,0.101005,0.093316,0.117778,0.093292,0.115544,TX,0.074485,0,0.083997,0
MANHEIM,0.444444,CHRYSLER,AUTO,Alloy,0.696074,AMERICAN,SPECIAL,CHRYSLER,0.19961,0.226337,0.199601,0.219663,0.228637,0.250846,0.228622,0.246103,NC,0.196159,0,0.147953,0
MANHEIM,0.444444,CHEVROLET,AUTO,Alloy,0.767729,AMERICAN,MEDIUM,GM,0.148832,0.176592,0.219721,0.233651,0.16785,0.19868,0.228936,0.246028,NC,0.154164,0,0.092524,0
MANHEIM,0.333333,CHRYSLER,AUTO,NULL,0.816209,AMERICAN,SPECIAL,CHRYSLER,0.292985,0.328676,0.358724,0.375038,0.296552,0.330043,0.362955,0.384506,GA,0.199032,1,0.166003,0
ADESA,0.555556,FORD,AUTO,Alloy,0.617123,AMERICAN,MEDIUM,FORD,0.072536,0.098846,0.138286,0.160196,0.092269,0.115358,0.15086,0.170356,NC,0.104102,0,0.065094,0
MANHEIM,0.444444,VOLKSWAGEN,AUTO,Covers,0.532897,OTHER,SPECIAL,OTHER,0.174178,0.198809,0.241169,0.255374,0.190337,0.215042,0.254105,0.276881,CA,0.175051,0,0.093235,0
OTHER,0.888889,SATURN,AUTO,Covers,0.764149,AMERICAN,SMALL,GM,0.034876,0.051784,0.087681,0.092441,0.033038,0.050131,0.082528,0.097607,OK,0.088631,0,0.227544,0
MANHEIM,0.888889,CHEVROLET,AUTO,Alloy,0.746032,AMERICAN,LARGE,GM,0.07908,0.10695,0.157103,0.207509,0.078522,0.102654,0.138917,0.165859,FL,0.124326,0,0.282831,0
MANHEIM,0.777778,FORD,AUTO,Alloy,0.643076,AMERICAN,SPECIAL,FORD,0.082697,0.097476,0.082684,0.094601,0.097163,0.114423,0.097143,0.112246,NC,0.098908,0,0.091103,0
MANHEIM,0.666667,PONTIAC,AUTO,Special,0.670589,AMERICAN,MEDIUM,GM,0.071072,0.090015,0.07107,0.087368,0.147682,0.161941,0.147665,0.158889,CO,0.11228,0,0.29079,0
MANHEIM,0.222222,DODGE,AUTO,Alloy,0.583676,AMERICAN,LARGE,CHRYSLER,0.320397,0.354582,0.427136,0.437845,0.411677,0.455135,0.477567,0.501549,TX,0.23749,0,0.051592,0
OTHER,0.666667,KIA,AUTO,Alloy,0.516629,ASIAN,MEDIUM,OTHER,0.072421,0.097225,0.12404,0.149774,0.102368,0.119813,0.160472,0.165784,CO,0.109186,0,0.037806,0
ADESA,0.333333,CHEVROLET,AUTO,Alloy,0.554792,AMERICAN,MEDIUM,GM,0.210833,0.264735,0.210817,0.256931,0.278958,0.317806,0.351588,0.375937,VA,0.187539,0,0.120949,0
ADESA,0.444444,FORD,AUTO,Alloy,0.586634,AMERICAN,LARGE,FORD,0.251421,0.286225,0.251402,0.277775,0.258507,0.291132,0.258506,0.285625,AZ,0.232628,0,0.107021,0
MANHEIM,0.222222,CHEVROLET,AUTO,Covers,0.615969,AMERICAN,SPECIAL,GM,0.150508,0.175944,0.187108,0.205588,0.162267,0.188774,0.205308,0.226531,CA,0.16621,0,0.231524,0
ADESA,0.333333,FORD,AUTO,Covers,0.767296,AMERICAN,MEDIUM,FORD,0.103651,0.130593,0.103654,0.126745,0.116709,0.144507,0.116707,0.141776,TN,0.085647,0,0.074048,0
OTHER,0.222222,CHRYSLER,AUTO,Covers,0.541374,AMERICAN,MEDIUM,CHRYSLER,0.157845,0.171981,0.226233,0.227022,0.205612,0.230826,0.257013,0.267413,CA,0.127641,0,0.107021,0
OTHER,0.444444,CHEVROLET,AUTO,Covers,0.429797,AMERICAN,SMALL,GM,0.063609,0.08409,0.063601,0.081617,0.077249,0.098749,0.077237,0.096882,AZ,0.090067,0,0.065094,0
MANHEIM,0.333333,CHRYSLER,MANUAL,Covers,0.659389,AMERICAN,MEDIUM,CHRYSLER,0.135312,0.156191,0.135309,0.151582,0.134246,0.158174,0.134229,0.155191,CO,0.10797,0,0.131751,0
MANHEIM,0.333333,FORD,AUTO,Alloy,0.574072,AMERICAN,MEDIUM,FORD,0.245881,0.2848,0.306578,0.322853,0.260119,0.309501,0.327886,0.353602,NC,0.183118,0,0.120949,0
OTHER,0.111111,CHRYSLER,AUTO,Covers,0.399334,AMERICAN,MEDIUM,CHRYSLER,0.209082,0.211553,0.209063,0.205324,0.233446,0.239379,0.233441,0.234861,OK,0.163005,0,0.052871,0
OTHER,0.444444,FORD,AUTO,Alloy,0.550139,AMERICAN,SPECIAL,FORD,0.229433,0.258167,0.229422,0.250552,0.24179,0.26806,0.241769,0.262991,UT,0.169857,0,0.037806,0
MANHEIM,0.444444,VOLKSWAGEN,AUTO,Covers,0.587346,OTHER,SMALL,OTHER,0.182818,0.198698,0.182804,0.192843,0.185614,0.20429,0.18559,0.200435,MO,0.152064,0,0.107021,0
MANHEIM,0.555556,CHRYSLER,AUTO,Covers,0.671203,AMERICAN,MEDIUM,CHRYSLER,0.080372,0.101165,0.145701,0.163235,0.083416,0.102461,0.158561,0.170081,TX,0.093051,0,0.131751,0
MANHEIM,0.333333,CHEVROLET,AUTO,Alloy,0.743588,AMERICAN,LARGE,GM,0.191228,0.223905,0.191229,0.217303,0.20301,0.236326,0.203007,0.231863,AZ,0.128304,0,0.240193,0
MANHEIM,0.333333,CHEVROLET,AUTO,Alloy,0.588915,AMERICAN,LARGE,GM,0.218038,0.25596,0.292332,0.314289,0.204424,0.232696,0.271784,0.296243,GA,0.169857,0,0.214895,0
MANHEIM,0.222222,SATURN,AUTO,Covers,0.591747,AMERICAN,MEDIUM,GM,0.1482,0.171534,0.227349,0.238046,0.158544,0.180366,0.227129,0.23596,CO,0.119021,0,0.048465,0
OTHER,0.666667,CHEVROLET,AUTO,Covers,0.487943,AMERICAN,SMALL,GM,0.063408,0.078752,0.11115,0.120894,0.065171,0.080847,0.112621,0.125962,TX,0.08841,0,0.029704,0
MANHEIM,0.555556,FORD,AUTO,Alloy,0.56307,AMERICAN,SPECIAL,FORD,0.10434,0.124808,0.104346,0.12112,0.127542,0.158752,0.127524,0.155741,VA,0.117474,0,0.120949,0
OTHER,0.444444,CHEVROLET,AUTO,Covers,0.547641,AMERICAN,MEDIUM,GM,0.179718,0.200319,0.23604,0.246986,0.175685,0.205692,0.23365,0.255896,TN,0.154164,0,0.06552,0
MANHEIM,0.666667,DODGE,AUTO,Covers,0.632895,AMERICAN,MEDIUM,CHRYSLER,0.04343,0.058799,0.108412,0.112481,0.068113,0.085549,0.132265,0.139952,FL,0.102223,0,0.131751,0
MANHEIM,0.666667,CHRYSLER,AUTO,Covers,0.507223,AMERICAN,MEDIUM,CHRYSLER,0.058184,0.089931,0.058179,0.087293,0.063361,0.098859,0.063356,0.096982,CA,0.104323,0,0.121944,0
MANHEIM,0.666667,CHEVROLET,AUTO,Alloy,0.748927,AMERICAN,MEDIUM,GM,0.165538,0.202051,0.242631,0.276796,0.190337,0.216967,0.260287,0.270511,NC,0.174056,0,0.111001,0
MANHEIM,0.666667,HYUNDAI,AUTO,Covers,0.419489,ASIAN,MEDIUM,OTHER,0.04475,0.058072,0.044731,0.056354,0.058411,0.074742,0.058406,0.073324,NJ,0.10156,0,0.048749,0
MANHEIM,0.444444,CHEVROLET,AUTO,Alloy,0.745996,AMERICAN,LARGE,GM,0.145531,0.172568,0.207282,0.231818,0.165927,0.195353,0.2265,0.250425,NC,0.143113,0,0.240193,0
OTHER,0.333333,FORD,AUTO,Covers,0.713325,AMERICAN,SPECIAL,FORD,0.130088,0.159489,0.130073,0.154797,0.161797,0.192658,0.161782,0.189018,AL,0.114932,0,0.16643,0
OTHER,0.444444,HYUNDAI,AUTO,Alloy,0.505366,ASIAN,MEDIUM,OTHER,0.161433,0.187575,0.233329,0.246308,0.171923,0.197085,0.233048,0.250824,CA,0.194059,0,0.037806,0
MANHEIM,0.333333,FORD,AUTO,Alloy,0.765312,AMERICAN,LARGE,FORD,0.154917,0.184613,0.154897,0.179181,0.17891,0.221917,0.178911,0.217723,TX,0.133277,0,0.16643,0
MANHEIM,0.666667,FORD,AUTO,Alloy,0.848673,AMERICAN,MEDIUM,FORD,0.041392,0.064025,0.041382,0.06213,0.055356,0.079005,0.055342,0.077496,TX,0.061997,0,0.126634,0
ADESA,0.555556,JEEP,AUTO,Alloy,0.602325,AMERICAN,SMALL,CHRYSLER,0.152764,0.179331,0.215389,0.233777,0.145674,0.173958,0.207669,0.22824,OH,0.174167,0,0.031836,0
MANHEIM,0.666667,CHEVROLET,AUTO,Alloy,0.729457,AMERICAN,MEDIUM,GM,0.133848,0.161613,0.206512,0.235937,0.155376,0.181576,0.230691,0.257845,TX,0.167426,0,0.111001,0
ADESA,0.444444,CHEVROLET,AUTO,Alloy,0.63643,AMERICAN,MEDIUM,GM,0.208422,0.239555,0.208425,0.232496,0.225016,0.244493,0.225007,0.239882,AZ,0.189417,0,0.098493,0
ADESA,0.666667,DODGE,AUTO,Alloy,0.64919,AMERICAN,SMALL,CHRYSLER,0.049142,0.063047,0.101688,0.114214,0.072271,0.090967,0.128022,0.144449,CO,0.096477,0,0.031836,0
OTHER,0.111111,DODGE,AUTO,Covers,0.410399,AMERICAN,MEDIUM,CHRYSLER,0.199954,0.211497,0.199947,0.205274,0.242327,0.257693,0.29719,0.30014,OK,0.167426,0,0.065094,0
MANHEIM,0.222222,SUZUKI,AUTO,Alloy,0.319897,ASIAN,MEDIUM,OTHER,0.118606,0.136909,0.183708,0.208287,0.135208,0.149649,0.201121,0.207455,NC,0.121011,0,0.002843,0
ADESA,0.555556,DODGE,AUTO,Covers,0.721693,AMERICAN,SPECIAL,CHRYSLER,0.088208,0.115166,0.163402,0.186062,0.100982,0.128778,0.18174,0.190866,AZ,0.137477,0,0.184906,0
OTHER,0.111111,DODGE,AUTO,Covers,0.321313,AMERICAN,MEDIUM,CHRYSLER,0.243585,0.247073,0.309714,0.303064,0.251464,0.249003,0.332181,0.321575,AZ,0.193948,0,0.052871,0
MANHEIM,0.333333,CHRYSLER,AUTO,Covers,0.489972,AMERICAN,SPECIAL,CHRYSLER,0.246139,0.282341,0.24614,0.274008,0.254604,0.290362,0.254603,0.284876,MD,0.217598,0,0.088687,0
ADESA,0.444444,MITSUBISHI,AUTO,Alloy,0.608944,ASIAN,MEDIUM,OTHER,0.158017,0.186234,0.158007,0.180738,0.170283,0.199258,0.170268,0.195488,GA,0.128746,0,0.015208,0
MANHEIM,0.333333,DODGE,AUTO,Alloy,0.335344,AMERICAN,MEDIUM,CHRYSLER,0.131695,0.167957,0.131694,0.163009,0.1728,0.201622,0.172782,0.197812,CA,0.128525,0,0.072911,0
MANHEIM,0.444444,CHEVROLET,AUTO,Covers,0.624238,AMERICAN,LARGE,GM,0.120443,0.14532,0.120425,0.141035,0.164003,0.168569,0.163982,0.165384,TX,0.138029,0,0.214895,0
ADESA,0.888889,JEEP,AUTO,Covers,0.734796,AMERICAN,SMALL,CHRYSLER,0.132757,0.152447,0.177302,0.19214,0.125279,0.149952,0.184647,0.201859,CO,0.171072,1,0.116686,0
MANHEIM,0.444444,TOYOTA,MANUAL,Covers,0.629234,ASIAN,SMALL,OTHER,0.188501,0.213621,0.188492,0.207333,0.177467,0.200247,0.177444,0.196462,FL,0.109959,0,0.015208,0
ADESA,0.777778,SATURN,AUTO,Special,0.65002,AMERICAN,MEDIUM,GM,0.047735,0.070257,0.047734,0.068182,0.065115,0.089894,0.121945,0.136954,FL,0.103329,0,0.29079,0
OTHER,0.222222,CHRYSLER,AUTO,Covers,0.490315,AMERICAN,MEDIUM,CHRYSLER,0.173776,0.185898,0.233249,0.233802,0.173451,0.186553,0.235222,0.239607,CA,0.134272,0,0.088687,0
MANHEIM,0.444444,DODGE,AUTO,Covers,0.664358,AMERICAN,SPECIAL,CHRYSLER,0.194012,0.23391,0.296106,0.329131,0.286963,0.305129,0.373694,0.383357,FL,0.125431,0,0.165009,0
OTHER,0.222222,KIA,AUTO,Covers,0.346048,ASIAN,MEDIUM,OTHER,0.151128,0.172093,0.151123,0.167027,0.165361,0.186526,0.165344,0.182997,CA,0.133167,0,0.002843,0
MANHEIM,0.333333,NISSAN,AUTO,Covers,0.444748,ASIAN,SMALL,OTHER,0.194213,0.212615,0.270963,0.277147,0.167539,0.18691,0.239727,0.255346,TX,0.153833,0,0.006111,0
MANHEIM,0.555556,TOYOTA,AUTO,Covers,0.530733,ASIAN,MEDIUM,OTHER,0.18055,0.197552,0.226578,0.256479,0.204933,0.217654,0.263168,0.27838,FL,0.170741,0,0.010091,0
OTHER,0.111111,CHRYSLER,AUTO,Covers,0.41241,AMERICAN,MEDIUM,CHRYSLER,0.208106,0.2139,0.208106,0.207584,0.210364,0.217929,0.27587,0.280154,OK,0.160795,0,0.065094,0
MANHEIM,0.333333,CHEVROLET,AUTO,Covers,0.691727,AMERICAN,LARGE,GM,0.174723,0.201632,0.174724,0.195681,0.191865,0.218754,0.191849,0.214625,CO,0.133388,0,0.240193,0
OTHER,0.444444,DODGE,AUTO,Alloy,0.754419,AMERICAN,MEDIUM,CHRYSLER,0.18543,0.220244,0.185435,0.213762,0.205923,0.238004,0.205914,0.233512,FL,0.177703,0,0.147953,0
MANHEIM,0.444444,PONTIAC,AUTO,Alloy,0.710701,AMERICAN,LARGE,GM,0.159538,0.195316,0.224425,0.247589,0.16488,0.199533,0.235929,0.262341,FL,0.144218,0,0.240193,0
ADESA,0.555556,DODGE,AUTO,Alloy,0.51772,AMERICAN,LARGE,CHRYSLER,0.211005,0.25554,0.298631,0.332245,0.223376,0.280159,0.30193,0.340087,OH,0.243126,0,0.051592,0
OTHER,0.222222,DODGE,AUTO,Covers,0.405494,AMERICAN,MEDIUM,CHRYSLER,0.204001,0.206606,0.27713,0.26562,0.201624,0.209212,0.257248,0.25772,OK,0.160795,0,0.032831,0
MANHEIM,0.666667,MERCURY,AUTO,Alloy,0.824,AMERICAN,MEDIUM,FORD,0.114961,0.145125,0.19402,0.216549,0.096116,0.123965,0.154475,0.181798,AZ,0.100676,0,0.083997,0
MANHEIM,0.333333,SUZUKI,AUTO,Covers,0.362082,ASIAN,MEDIUM,OTHER,0.099173,0.114775,0.099163,0.111401,0.109722,0.126,0.109714,0.123613,SC,0.115595,0,0.002843,0
MANHEIM,0.444444,FORD,AUTO,Covers,0.430076,AMERICAN,MEDIUM,FORD,0.175842,0.205628,0.247548,0.268132,0.178372,0.216087,0.253424,0.291596,TX,0.139245,0,0.029704,0
OTHER,0.222222,CHRYSLER,AUTO,Covers,0.49422,AMERICAN,MEDIUM,CHRYSLER,0.16947,0.178716,0.239947,0.236765,0.186123,0.201402,0.242739,0.254747,CA,0.134272,0,0.088687,0
MANHEIM,0.444444,DODGE,AUTO,Covers,0.701448,AMERICAN,SPECIAL,CHRYSLER,0.12185,0.154822,0.121834,0.150251,0.134642,0.168349,0.134622,0.165159,TX,0.118358,0,0.184906,0
MANHEIM,0.222222,CHEVROLET,AUTO,Special,0.728096,AMERICAN,MEDIUM,GM,0.258913,0.288321,0.336691,0.340306,0.287415,0.328778,0.357429,0.388553,TX,0.194722,0,0.092524,0
ADESA,0.444444,CHEVROLET,AUTO,Covers,0.694793,AMERICAN,LARGE,GM,0.101039,0.132214,0.101023,0.128327,0.096512,0.122398,0.162673,0.189967,IA,0.111949,0,0.240193,0
MANHEIM,0.555556,MITSUBISHI,AUTO,Alloy,0.616861,ASIAN,MEDIUM,OTHER,0.112607,0.143783,0.112611,0.139553,0.14061,0.170851,0.140593,0.167633,GA,0.148196,0,0.048465,0
OTHER,0.666667,FORD,AUTO,Alloy,0.534637,AMERICAN,LARGE,FORD,0.14622,0.16424,0.146206,0.159392,0.182276,0.20594,0.182263,0.202059,SC,0.193948,0,0.108158,0
MANHEIM,0.333333,FORD,AUTO,Alloy,0.683205,AMERICAN,MEDIUM,FORD,0.100723,0.116284,0.100704,0.112858,0.119594,0.1403,0.119588,0.137654,GA,0.074375,0,0.074048,0
MANHEIM,0.555556,KIA,AUTO,Alloy,0.642517,ASIAN,MEDIUM,OTHER,0.20779,0.241427,0.283056,0.298594,0.180833,0.214767,0.258767,0.279779,WA,0.168752,0,0.198266,0
MANHEIM,0.333333,DODGE,AUTO,Covers,0.675739,AMERICAN,SPECIAL,CHRYSLER,0.229663,0.245983,0.312532,0.314088,0.240885,0.256868,0.319897,0.323424,TX,0.204447,0,0.131751,0
MANHEIM,0.777778,CHEVROLET,AUTO,Covers,0.567381,AMERICAN,SMALL,GM,0.1265,0.160383,0.215575,0.254068,0.124374,0.154462,0.203662,0.231538,AZ,0.1188,0,0.149659,0
OTHER,0.333333,CHEVROLET,AUTO,Alloy,0.613038,AMERICAN,SMALL,GM,0.141971,0.174301,0.141953,0.169161,0.154471,0.187515,0.154449,0.183971,AL,0.121563,0,0.048465,0
OTHER,0.444444,DODGE,AUTO,Special,0.501443,AMERICAN,SMALL,CHRYSLER,0.186061,0.222145,0.186047,0.215595,0.221141,0.253678,0.221131,0.248901,OK,0.165657,0,0.079306,0
MANHEIM,0.777778,FORD,AUTO,Alloy,0.59567,AMERICAN,MEDIUM,FORD,0.084247,0.10927,0.146817,0.170492,0.11207,0.138677,0.183547,0.201209,GA,0.172067,0,0.141131,0
OTHER,0.444444,FORD,AUTO,Alloy,0.666207,AMERICAN,LARGE,FORD,0.234973,0.276444,0.325449,0.353842,0.251011,0.293002,0.366098,0.383007,SC,0.180687,0,0.048465,0
MANHEIM,0.444444,PONTIAC,MANUAL,Alloy,0.696723,AMERICAN,SPECIAL,GM,0.260865,0.296593,0.316252,0.346233,0.256301,0.278345,0.338886,0.343285,NC,0.163005,0,0.111001,0
ADESA,0.333333,DODGE,AUTO,Covers,0.717256,AMERICAN,SPECIAL,CHRYSLER,0.253832,0.272643,0.320983,0.327223,0.264108,0.284944,0.329431,0.343834,OH,0.185218,0,0.147953,0
MANHEIM,0.888889,JEEP,AUTO,Alloy,0.766358,AMERICAN,SMALL,CHRYSLER,0.103795,0.122488,0.141475,0.150703,0.108421,0.133645,0.154475,0.165959,TN,0.141455,0,0.079733,0
OTHER,0.222222,DODGE,AUTO,Covers,0.387819,AMERICAN,MEDIUM,CHRYSLER,0.203226,0.206048,0.276571,0.265244,0.201567,0.210257,0.266441,0.266613,OK,0.160795,0,0.032831,0
OTHER,0.111111,CHRYSLER,AUTO,Covers,0.410616,AMERICAN,MEDIUM,CHRYSLER,0.16482,0.16818,0.164811,0.163235,0.198625,0.203272,0.251539,0.248076,OK,0.134272,0,0.088687,0
ADESA,0.222222,SUZUKI,AUTO,Covers,0.326182,ASIAN,SMALL,OTHER,0.152018,0.169634,0.152,0.164641,0.174073,0.193015,0.198161,0.217723,NC,0.126094,0,0.032831,0
